Filename,Formula,Notes,Num Elements,1a CsCl,1b CsCl
1823876.cif,Al0.10NiTi0.90,rt,3,Ni,Ti0.9Al0.1
1907433.cif,Al0.12Ni1.04Ti0.84,rt,3,Ni,Ti0.84Al0.12Ni0.04
1819728.cif,Al0.16Ni0.95Ti0.89,rt,3,Ni0.946Al0.054,Ti0.894Al0.106
1707392.cif,Al0.50NiTi0.50,,3,Ni,Al0.5Ti0.5
1907436.cif,Al0.80Ni1.08Ti0.12,,3,Al0.8Ti0.12Ni0.08,Ni
1823874.cif,Al0.90NiTi0.10,,3,Ni,Al0.9Ti0.1
1819729.cif,Al0.92Ni0.99Ti0.09,,3,Ni0.99Ti0.01,Al0.918Ti0.082
1824858.cif,Al1.09Ni0.91Ta0,,3,Al,Ni0.906Al0.0936Ta0.0004
1820413.cif,Al0.71Ni1.23Si0.06,,3,Ni,Al0.712Ni0.232Si0.056
1826635.cif,Al0.72Ni1.20Si0.08,,3,Ni,Al0.72Ni0.2Si0.08
1826641.cif,Al0.74Ni1.08Si0.18,,3,Ni,Al0.744Si0.176Ni0.08
303133.cif,Al0.75NiSi0.25,,3,Ni,Al0.75Si0.25
1013020.cif,Al0.80NiSi0.20,,3,Ni,Al0.8Si0.2
1408581.cif,Al0.94Ni0.48Ru0.58,,3,Al0.94Ru0.04Ni0.02,Ru0.54Ni0.46
1932021.cif,Al0.72Ni1.28,rt,2,Ni,Al0.72Ni0.28
1819599.cif,Al0.80Ni1.20,rt,2,Ni,Al0.8Ni0.2
1830589.cif,Al0.84Ni1.16,rt,2,Ni0.96Al0.04,Al0.8Ni0.2
311708.cif,Al0.81Ni1.19,rt,2,Ni,Al0.81Ni0.19
1617305.cif,Al0.86Ni1.14,rt,2,Ni,Al0.86Ni0.14
311706.cif,Al0.88Ni1.12,rt,2,Ni,Al0.88Ni0.12
311704.cif,Al0.88Ni1.12,rt,2,Ni,Al0.88Ni0.12
311707.cif,Al0.88Ni1.12,rt,2,Ni,Al0.88Ni0.12
311705.cif,Al0.88Ni1.12,rt,2,Ni,Al0.88Ni0.12
532458.cif,Al0.90Ni1.10,rt,2,Ni,Al0.9Ni0.1
1932655.cif,Al0.94Ni1.06,rt,2,Ni,Al0.94Ni0.06
1607409.cif,Al0.94Ni1.06,rt,2,Al0.94Ni0.06,Ni
311702.cif,Al0.96Ni1.04,rt,2,Ni,Al0.96Ni0.04
311703.cif,Al0.96Ni1.04,rt,2,Ni,Al0.96Ni0.04
311700.cif,Al0.96Ni1.04,rt,2,Ni,Al0.96Ni0.04
311701.cif,Al0.96Ni1.04,rt,2,Ni,Al0.96Ni0.04
383105.cif,Al0.97Ni1.03,rt,2,Ni,Al0.972Ni0.028
1815086.cif,AlNi,rt,2,Ni,Al
454572.cif,AlNi,rt,2,Ni,Al
311690.cif,AlNi,rt,2,Ni,Al
546153.cif,AlNi,rt,2,Ni,Al
1837133.cif,AlNi,rt,2,Ni,Al
455314.cif,AlNi,rt,2,Al,Ni
1011804.cif,AlNi,rt,2,Ni,Al
532805.cif,AlNi,rt,2,Ni,Al
1412322.cif,AlNi,rt,2,Al,Ni
1617140.cif,AlNi,rt,2,Ni,Al
1413671.cif,AlNi,rt,2,Ni,Al
1823873.cif,AlNi,rt,2,Ni,Al
1614097.cif,AlNi,rt,2,Ni,Al
1250035.cif,AlNi,rt,2,Ni,Al
1413688.cif,AlNi,rt,2,Ni,Al
1250075.cif,AlNi,rt,2,Al,Ni
1250058.cif,AlNi,rt,2,Ni,Al
1250056.cif,AlNi,rt,2,Ni,Al
1830590.cif,AlNi,rt,2,Ni0.98Al0.02,Al0.98Ni0.02
1250038.cif,AlNi,rt,2,Ni,Al
1615088.cif,AlNi,rt,2,Ni,Al
546154.cif,AlNi,rt,2,Ni,Al
311697.cif,Al1.03Ni0.97,rt,2,Ni0.97Al0.03,Al
311699.cif,Al1.03Ni0.97,rt,2,Ni0.97Al0.03,Al
311698.cif,Al1.03Ni0.97,rt,2,Ni0.97Al0.03,Al
311696.cif,Al1.03Ni0.97,rt,2,Ni0.97Al0.03,Al
1413735.cif,Al1.04Ni0.96,rt,2,Ni0.96Al0.04,Al
1607410.cif,AlNi0.83,rt,2,Al,Ni0.83
311695.cif,AlNi0.89,rt,2,Ni0.89,Al
311693.cif,AlNi0.82,rt,2,Ni0.82,Al
311691.cif,AlNi0.82,rt,2,Ni0.82,Al
311694.cif,AlNi0.82,rt,2,Ni0.82,Al
311692.cif,AlNi0.82,rt,2,Ni0.82,Al
1830591.cif,AlNi0.89,tf,2,Ni0.89,Al
1250041.cif,AlNi0.67,tf,2,Ni0.67,Al
261043.cif,AlNi0.67,tf,2,Al,Ni0.67
1960772.cif,Al0.44Nb0.50Ti1.06,ht,3,Ti,Nb0.5Al0.44Ti0.06
1840476.cif,Al0.50Nb0.50Ti,ht,3,Ti,Al0.5Nb0.5
1928126.cif,Al0.52Nb0.28Ti1.20,ht,3,Ti,Al0.52Nb0.28Ti0.2
1967508.cif,Al0.65Nb0.35Ti,ht,3,Ti,Al0.65Nb0.35
1965563.cif,Al0.60Nb0.25Ta0.05Ti0.43Zr0.67,,5,Al0.6Nb0.25Ti0.1Ta0.05,Zr0.67Ti0.33
1928869.cif,Al0.50Nb0.50Pd,,3,Pd,Al0.5Nb0.5
1538277.cif,Al0.31Mo0.71Ti0.99,,3,Ti0.78Mo0.22,Mo0.486Al0.306Ti0.208
1538279.cif,Al0.31Mo0.71Ti0.99,,3,Ti0.777Mo0.223,Mo0.483Al0.306Ti0.211
1538278.cif,Al0.31Mo0.71Ti0.99,,3,Ti0.783Mo0.217,Mo0.489Al0.306Ti0.205
1538273.cif,Al0.30Mo0.51Ti1.19,,3,Ti0.889Mo0.111,Mo0.397Al0.302Ti0.301
1538275.cif,Al0.30Mo0.51Ti1.19,,3,Ti0.88Mo0.12,Mo0.388Ti0.31Al0.302
1538274.cif,Al0.30Mo0.51Ti1.19,,3,Ti0.867Mo0.133,Mo0.375Ti0.323Al0.302
1924181.cif,Al0.53Mo0.48Ti0.99,,3,Ti0.994Mo0.006,Al0.53Mo0.47
1924180.cif,Al0.53Mo0.48Ti0.99,,3,Ti0.994Mo0.006,Al0.53Mo0.47
1538276.cif,Al0.50Mo0.49Ti1.01,,3,Ti,Al0.498Mo0.49Ti0.012
1924185.cif,Al0.53Mo0.48Ti0.99,,3,Ti0.994Mo0.006,Al0.53Mo0.47
1924183.cif,Al0.53Mo0.48Ti0.99,,3,Ti0.994Mo0.006,Al0.53Mo0.47
1924184.cif,Al0.53Mo0.48Ti0.99,,3,Ti0.994Mo0.006,Al0.53Mo0.47
1924182.cif,Al0.53Mo0.48Ti0.99,,3,Ti0.994Mo0.006,Al0.53Mo0.47
1822122.cif,Al0.51Mo0.37Ti1.12,,3,Ti0.747Al0.253,Ti0.377Mo0.37Al0.253
1822121.cif,Al0.51Mo0.37Ti1.12,,3,Ti0.815Mo0.185,Al0.506Ti0.309Mo0.185
1822120.cif,Al0.51Mo0.37Ti1.12,,3,Ti0.63Mo0.37,Al0.506Ti0.494
1822119.cif,Al0.51Mo0.37Ti1.12,,3,Ti,Al0.506Mo0.37Ti0.124
1822123.cif,Al0.76Mo0.24Ti,,3,Ti,Al0.756Mo0.242Ti0.002
1822126.cif,Al0.76Mo0.24Ti,,3,Ti0.622Al0.378,Ti0.38Al0.378Mo0.242
1822125.cif,Al0.76Mo0.24Ti,,3,Ti0.879Mo0.121,Al0.756Ti0.123Mo0.121
1822124.cif,Al0.76Mo0.24Ti,,3,Ti0.758Mo0.242,Al0.756Ti0.244
1924228.cif,Al0.51Mo0.01Nb0.28Ti1.20Zr0.01,ht,5,Ti,Al0.512Nb0.278Ti0.198Mo0.006
1960773.cif,Al0.44Mo0.02Nb0.48Ti1.06,,4,Ti,Nb0.48Al0.44Ti0.06Mo0.02
557904.cif,Al0.50MnV0.50,,3,Mn,Al0.5V0.5
1343348.cif,Al0.50Mn0.50Ti,,3,Ti,Al0.5Mn0.5
1946304.cif,Al0.50Mn0.50Ru,,3,Ru,Al0.5Mn0.5
1924811.cif,Al0.50Mn0.50Rh,,3,Al0.5Mn0.5,Rh
1833768.cif,Al0.48Mn0.46Rh1.06,,3,Rh,Al0.48Mn0.46Rh0.06
1833783.cif,Al0.50Mn0.50Pd,ht,3,Pd,Al0.5Mn0.5
538095.cif,Al0.50Mn0.50Pd,ht,3,Pd,Al0.5Mn0.5
311173.cif,Al0.50Mn0.50Pd,ht,3,Pd,Al0.5Mn0.5
1941225.cif,Al0.35Mn0.65Ni,ht,3,Ni,Mn0.65Al0.35
1819869.cif,Al0.40Mn0.45Ni1.15,ht,3,Ni,Mn0.45Al0.4Ni0.15
1965630.cif,Al0.50Mn0.50Ni,ht,3,Ni,Al0.5Mn0.5
1826264.cif,Al0.50Mn0.50Ni,ht,3,Ni,Al0.5Mn0.5
1243355.cif,Al0.50Mn0.50Ni,ht,3,Ni,Al0.5Mn0.5
1825279.cif,Al0.90Mn0.80Ni0.30,ht,3,Al0.9Mn0.1,Mn0.7Ni0.3
459325.cif,AlMn0.60Ni0.40,ht,3,Al,Mn0.6Ni0.4
538277.cif,AlMn0.50Ni0.50,ht,3,Mn0.5Ni0.5,Al
1930110.cif,Al0.75Mg0.22Sc1.03,,3,Sc0.9Al0.08Mg0.02,Al0.67Mg0.2Sc0.13
1921952.cif,Al0.90Mg0.10Sc,,3,Al0.9Mg0.1,Sc
1011711.cif,Al0.40Mg0.60Pr,rt,3,Pr,Mg0.6Al0.4
1270765.cif,Al0.70Mg0.30Ni,,3,Ni,Al0.7Mg0.3
1822261.cif,Al0.70Mg0.30Ni,,3,Ni,Al0.7Mg0.3
1011706.cif,Al0.80Mg0.20Nd,rt,3,Nd,Al0.8Mg0.2
1210737.cif,Al0.60LaZn0.40,,3,La,Al0.6Zn0.4
1009008.cif,Al0.20LaMg0.80,,3,La,Mg0.8Al0.2
1612468.cif,AlIr0.50Ru0.50,,3,Ir0.5Ru0.5,Al
1825207.cif,Al1.10Ir0.47Ni0.43,,3,Al,Ir0.47Ni0.43Al0.1
1612467.cif,Al0.90Ir1.10,,2,Ir,Al0.9Ir0.1
1611554.cif,AlIr,,2,Ir,Al
526412.cif,AlIr,,2,Ir,Al
261286.cif,AlIr,,2,Ir,Al
252094.cif,AlIr,,2,Al,Ir
1930301.cif,AlIr,,2,Ir,Al
1044793.cif,Al0.48HoZn0.52,,3,Ho,Zn0.52Al0.48
1231668.cif,Al0.72HoMg0.28,,3,Ho,Al0.72Mg0.28
1946302.cif,Al0.50Hf0.50Ru,,3,Ru,Al0.5Hf0.5
1128941.cif,Al0.83Ge0.17Ni,,3,Ni,Al0.83Ge0.17
1008975.cif,Al0.86Ge0.14Ni,,3,Ni,Al0.86Ge0.14
1231659.cif,Al0.67GdMg0.33,,3,Gd,Al0.67Mg0.33
451748.cif,AlGd,stab,2,Gd,Al
1830593.cif,Al0.50Ga0.50Ni,,3,Ni,Al0.5Ga0.5
1927580.cif,Al0.25Ga0.25Mn0.50Ni,ht,4,Mn0.5Al0.25Ga0.25,Ni
555181.cif,Al0.50Fe1.30V0.20,ht1,3,Fe,Al0.5Fe0.3V0.2
312608.cif,Al0.50Fe1.05V0.45,ht1,3,Al0.5V0.45Fe0.05,Fe
1804639.cif,Al0.50FeV0.50,ht1,3,Al0.5V0.5,Fe
1833808.cif,Al0.50FeV0.50,ht1,3,Fe,Al0.5V0.5
1725342.cif,Al0.50FeV0.50,ht1,3,V0.5Al0.38Fe0.12,Fe0.88Al0.12
1727054.cif,Al0.70Fe1.20V0.10,ht1,3,Fe,Al0.7Fe0.2V0.1
1965768.cif,Al0.50Fe0.02V1.49,ht1,3,V,Al0.496V0.488Fe0.016
1612057.cif,Al0.05Fe0.95Ti,,3,Ti,Fe0.95Al0.05
1013320.cif,Al0.79FeTi0.21,,3,Al0.79Ti0.21,Fe
1343352.cif,Al0.50Fe0.50Ti,,3,Ti,Al0.5Fe0.5
1804249.cif,AlFe0.80Ti0.20,,3,Al0.5Fe0.4Ti0.1,Al0.5Fe0.4Ti0.1
1013317.cif,Al0.67Fe0.11Ti1.22,,3,Al0.67Ti0.22Fe0.11,Ti
1729259.cif,Al0.10Fe0.94Si0.01Ti0.95,,4,Fe0.942Al0.052Si0.006,Ti0.95Al0.044Si0.006
1729255.cif,Al0.30Fe1.40Si0.24Ti0.06,,4,Fe0.46Al0.3Si0.24,Fe0.94Ti0.06
1227532.cif,Al0.89Fe0.95Si0.16,,3,Al0.84Si0.16,Fe0.95Al0.05
1946299.cif,Al0.50Fe0.50Ru,,3,Ru,Al0.5Fe0.5
1010387.cif,AlFe0.90Ru0.10,,3,Al,Fe0.9Ru0.1
312260.cif,Al0.10FeRh0.90,,3,Fe,Rh0.9Al0.1
312259.cif,Al0.80FeRh0.20,,3,Fe,Al0.8Rh0.2
1833765.cif,Al0.54Fe0.40Rh1.06,,3,Rh,Al0.54Fe0.4Rh0.06
1222709.cif,Al0.22Fe0.38Ni0.48Ti0.91,,4,Ti0.91Ni0.05Fe0.04,Ni0.434Fe0.342Al0.224
1833803.cif,Al0.50FeNi0.50,,3,Fe,Al0.5Ni0.5
1822472.cif,Al0.62Fe0.54Ni0.84,,3,Ni0.836Fe0.164,Al0.624Fe0.376
1058392.cif,Al0.62Fe0.54Ni0.84,,3,Fe0.54Ni0.46,Al0.624Ni0.376
1617139.cif,AlFe0.50Ni0.50,,3,Fe0.5Ni0.5,Al
1819826.cif,Al0.58Fe0.26Ni1.16,,3,Ni,Al0.578Fe0.258Ni0.164
1010858.cif,AlFe0.35Ni0.65,,3,Ni0.65Fe0.35,Al
1819601.cif,Al0.80Fe0.18Ni1.02,,3,Ni,Al0.8Fe0.18Ni0.02
1819602.cif,AlFe0.18Ni0.82,,3,Ni0.82Fe0.18,Al
1930153.cif,Al0.80Fe1.15Nb0.05,,3,Fe,Al0.8Fe0.15Nb0.05
1821946.cif,Al0.62Fe1.21Mo0.17,,3,Fe,Al0.618Fe0.208Mo0.174
1821932.cif,Al0.69Fe1.19Mo0.12,,3,Fe,Al0.694Fe0.19Mo0.116
1937063.cif,Al0.48Fe1.18Mn0.34,,3,Al0.48Mn0.34Fe0.18,Fe
1833800.cif,Al0.50FeMn0.50,,3,Fe,Al0.5Mn0.5
459326.cif,AlFe0.40Mn0.60,,3,Al,Mn0.6Fe0.4
383119.cif,Al0.90Fe0.30Mn0.80,,3,Mn0.8Fe0.2,Al0.9Fe0.1
1905183.cif,AlFe0.30Mn0.70,,3,Al,Mn0.7Fe0.3
1147314.cif,Al0.60Fe1.21Ge0.19,,3,Fe,Al0.6Fe0.21Ge0.19
1650021.cif,Al0.94Fe0.91Ge0.15,,3,Fe0.91Ge0.09,Al0.94Ge0.06
1617104.cif,Al1.18Fe0.18Ga0.12Ti0.52,,4,Al,Ti0.52Al0.18Fe0.18Ga0.12
1617105.cif,Al1.08Fe0.16Ga0.14Mn0.12Ti0.50,,5,Al,Ti0.5Fe0.16Ga0.14Mn0.12
1727053.cif,Al0.60Fe1.30Ga0.10,,3,Fe,Al0.6Fe0.3Ga0.1
1825419.cif,Al0.50Fe1.50,rt,2,Fe,Al0.5Fe0.5
1816608.cif,Al0.68Fe1.32,rt,2,Al0.682Fe0.318,Fe
555182.cif,Al0.70Fe1.30,rt,2,Fe,Al0.7Fe0.3
1727052.cif,Al0.70Fe1.30,rt,2,Fe,Al0.7Fe0.3
1961691.cif,Al0.70Fe1.30,rt,2,Fe,Al0.7Fe0.3
1731089.cif,Al0.80Fe1.20,rt,2,Fe,Al0.8Fe0.2
1731090.cif,Al0.86Fe1.14,rt,2,Fe,Al0.86Fe0.14
1942849.cif,Al0.88Fe1.12,rt,2,Fe,Al0.88Fe0.12
529559.cif,Al0.95Fe1.05,rt,2,Al0.95Fe0.05,Fe
1827347.cif,AlFe,rt,2,Fe,Al
555172.cif,AlFe,rt,2,Fe,Al
456456.cif,AlFe,rt,2,Al,Fe
550037.cif,AlFe,rt,2,Al,Fe
553112.cif,AlFe,rt,2,Fe,Al
1931539.cif,AlFe,rt,2,Fe,Al
1617083.cif,AlFe,rt,2,Fe,Al
1931540.cif,AlFe,rt,2,Fe,Al
1836095.cif,AlFe,rt,2,Al,Fe
311803.cif,AlFe,rt,2,Fe,Al
1407448.cif,AlFe,rt,2,Al,Fe
456763.cif,AlFe,rt,2,Al,Fe
380310.cif,AlFe,rt,2,Fe,Al
1617138.cif,AlFe,rt,2,Fe,Al
1931543.cif,AlFe,rt,2,Fe,Al
312257.cif,AlFe,rt,2,Fe,Al
1931541.cif,AlFe,rt,2,Fe,Al
1931542.cif,AlFe,rt,2,Fe,Al
456453.cif,AlFe,rt,2,Fe,Al
458600.cif,AlFe,rt,2,Fe,Al
1013565.cif,Al0.25ErSi0.75,,3,Er,Si0.75Al0.25
1818673.cif,Al0.25ErSi0.75,,3,Er,Si0.75Al0.25
1536521.cif,Al0.32Nb0.54Ti1.14,,3,Nb0.52Ti0.48,Ti0.66Al0.32Nb0.02
1816445.cif,Al0.64ErMg0.36,,3,Er,Al0.64Mg0.36
1231661.cif,Al0.56DyMg0.44,,3,Dy,Al0.56Mg0.44
451746.cif,AlDy,ht,2,Dy,Al
1707398.cif,Al0.50CuZr0.50,,3,Cu,Al0.5Zr0.5
1707485.cif,AlCu0.80Zn0.20,ht,3,Cu0.8Zn0.2,Al
1707397.cif,Al0.50CuTi0.50,,3,Cu,Al0.5Ti0.5
1007539.cif,Al0.30Cu0.70Tb,,3,Tb,Cu0.7Al0.3
1924391.cif,Al0.50Cu0.50Tb,,3,Al0.5Cu0.5,Tb
1960858.cif,Al0.19Cu0.81Sc,stab,3,Sc,Cu0.81Al0.19
1650462.cif,Al0.19Cu0.81Sc,stab,3,Sc,Cu0.81Al0.19
1701322.cif,Al0.50CuSc0.50,stab,3,Al0.5Sc0.5,Cu
1340282.cif,Al0.60Cu0.40Sc,stab,3,Al0.6Cu0.4,Sc
1013199.cif,AlCu0.63Ru0.37,,3,Al,Cu0.63Ru0.37
1824789.cif,Al1.10Cu0.50Rh0.40,,3,Al,Cu0.5Rh0.4Al0.1
539824.cif,Al0.76Cu0.10Rh,,3,Rh,Al0.7568Cu0.1032
1010386.cif,Al0.50Cu0.50Pd,ht2,3,Pd,Al0.5Cu0.5
558162.cif,Al0.80Cu0.60Ni0.60,,3,Al0.8Cu0.1Ni0.1,Cu0.5Ni0.5
1932081.cif,AlCu0.50Ni0.50,,3,Al,Cu0.5Ni0.5
1928257.cif,Al0.70Cu0.30Ni,,3,Ni,Al0.7Cu0.3
1413689.cif,AlCu0.40Ni0.60,,3,Ni0.6Cu0.4,Al
1957258.cif,Al1.10Cu0.30Ni0.60,,3,Ni0.6Cu0.3Al0.1,Al
1011113.cif,AlCu0.20Ni0.80,,3,Ni0.8Cu0.2,Al
1413686.cif,AlCu0.17Ni0.83,,3,Ni0.833Cu0.167,Al
538096.cif,Al0.50Cu0.55Mn0.50Pd0.45,,4,Cu0.55Pd0.45,Al0.5Mn0.5
1815232.cif,Al0.50CuMn0.50,ht1,3,Cu,Al0.5Mn0.5
1836121.cif,Al0.96CuMn0.04,ht1,3,Cu,Al0.96Mn0.04
1825316.cif,Al0.90Cu0.46Mn0.64,ht1,3,Mn0.64Cu0.36,Al0.9Cu0.1
1707400.cif,AlCu0.50Mn0.50,ht1,3,Al,Cu0.5Mn0.5
1825315.cif,Al0.96Cu0.40Mn0.64,ht1,3,Mn0.64Cu0.36,Al0.96Cu0.04
459323.cif,AlCu0.40Mn0.60,ht1,3,Al,Mn0.6Cu0.4
1825314.cif,Al0.90Cu0.30Mn0.80,ht1,3,Mn0.74Cu0.26,Al0.9Mn0.06Cu0.04
1825313.cif,Al0.96Cu0.24Mn0.80,ht1,3,Mn0.76Cu0.24,Al0.96Mn0.04
1006753.cif,Al0.20Cu0.80Lu,,3,Lu,Cu0.8Al0.2
1051670.cif,Al0.50CuLi0.50,,3,Cu,Al0.5Li0.5
1932091.cif,AlCu0.42Ir0.58,,3,Ir0.58Cu0.42,Al
1822625.cif,Al0.50Cu0.50Ho,,3,Ho,Al0.5Cu0.5
1340074.cif,Al0.30CuHg0.20Mn0.50,,4,Mn0.5Al0.3Hg0.2,Cu
1833799.cif,Al0.50Cu0.50Fe,ht,3,Fe,Al0.5Cu0.5
1011198.cif,AlCu,ht,2,Al,Cu
1826357.cif,Al0.97Cu0.77Fe0.26,ht,3,Al0.97Cu0.03,Cu0.74Fe0.26
1823947.cif,Al1.03Cu0.62Fe0.35,ht,3,Cu0.62Fe0.348Al0.032,Al
1826356.cif,Al1.03Cu0.59Fe0.38,ht,3,Al,Cu0.59Fe0.38Al0.03
1819714.cif,AlCu0.40Fe0.60,ht,3,Al,Fe0.6Cu0.4
1824558.cif,Al1.02Cu0.15Fe0.83,ht,3,Al,Fe0.834Cu0.146Al0.02
1921427.cif,Al0.40Cu0.60Er,,3,Cu0.6Al0.4,Er
1921420.cif,Al0.55Cu0.45Dy,,3,Al0.55Cu0.45,Dy
1965929.cif,Al0.50Cr0.50Ti0.50V0.50,,4,Al0.5Ti0.5,Cr0.5V0.5
1965763.cif,Al0.50Cr0.50Ti0.50V0.50,,4,Cr0.5V0.5,Al0.5Ti0.5
1714702.cif,Al0.50Cr0.50Ti,,3,Ti,Al0.5Cr0.5
1260654.cif,Al0.50Cr0.50Ti,,3,Ti,Al0.5Cr0.5
1930218.cif,Al0.40Cr0.30Ti1.30,,3,Ti,Al0.4Cr0.3Ti0.3
461525.cif,Al0.67Cr0.33Ti,,3,Al0.67Cr0.33,Ti
1945446.cif,Al0.69Cr0.27Ti1.04,,3,Al0.69Cr0.27Ti0.04,Ti
1954687.cif,Al0.95Cr0.14Ni0.91V0,ht,4,Ni0.91Cr0.09,Al0.947Cr0.049V0.004
1954688.cif,Al0.95Cr0.13Ni0.92Ti0,ht,4,Ni0.92Cr0.076Ti0.004,Al0.947Cr0.053
302650.cif,Al0.67Cr0.66Ni0.67,,3,Cr0.66Ni0.34,Al0.67Ni0.33
461526.cif,Al0.67Cr0.66Ni0.67,,3,Cr0.66Ni0.34,Al0.67Ni0.33
1928206.cif,Al1.06Cr0.17Ni0.77,,3,Al,Ni0.77Cr0.17Al0.06
1954686.cif,Al0.95Cr0.13Ni0.92,,3,Ni0.92Cr0.08,Al0.95Cr0.05
1965764.cif,Al0.50Cr0.50Fe0.02Ti0.50V0.50,,5,Cr0.496V0.496Fe0.008,Al0.496Ti0.496Fe0.008
