Filename,Formula,Notes,Num Elements,2a
,,,,0.000 0.000 0.000 
1962710.cif,Zr,ht/hp2,1,Zr
1939601.cif,Zr,ht/hp2,1,Zr
1254095.cif,Zr,ht/hp2,1,Zr
1254051.cif,Zr,ht/hp2,1,Zr
558463.cif,Zr,ht/hp2,1,Zr
1622137.cif,Zr,ht/hp2,1,Zr
1010364.cif,Zr,ht/hp2,1,Zr
458095.cif,Zr,ht/hp2,1,Zr
304947.cif,Zr,ht/hp2,1,Zr
534914.cif,Zr,ht/hp2,1,Zr
535086.cif,Zr,ht/hp2,1,Zr
1215046.cif,Yb,ht/hp1,1,Yb
1012737.cif,Yb,ht/hp1,1,Yb
530373.cif,W0.35Zr0.65,ht,2,Zr0.65W0.35
260127.cif,W0.67Zr0.33,ht,2,W0.67Zr0.33
450264.cif,W0.67Zr0.33,ht,2,W0.67Zr0.33
1826698.cif,W0.93Zr0.07,,2,W0.928Zr0.072
530398.cif,W0.97Zr0.03,,2,W0.97Zr0.03
1928764.cif,W0.97Zr0.03,,2,W0.97Zr0.03
1966020.cif,W,,1,W
1946719.cif,W,,1,W
1020367.cif,W,,1,W
1140424.cif,W,,1,W
311500.cif,W,,1,W
1724776.cif,W,,1,W
1140136.cif,W,,1,W
456673.cif,W,,1,W
450052.cif,W,,1,W
1013980.cif,W,,1,W
455146.cif,W,,1,W
1622756.cif,W,,1,W
311771.cif,W,,1,W
1928811.cif,W,,1,W
530397.cif,W,,1,W
1928681.cif,W,,1,W
1928788.cif,W,,1,W
1928809.cif,W,,1,W
1928763.cif,W,,1,W
452225.cif,W,,1,W
250711.cif,W,,1,W
250696.cif,W,,1,W
457528.cif,W,,1,W
250501.cif,W,,1,W
250387.cif,W,,1,W
456242.cif,W,,1,W
250184.cif,W,,1,W
1826695.cif,W,,1,W
533316.cif,W,,1,W
452077.cif,W,,1,W
533333.cif,W,,1,W
261439.cif,W,,1,W
529738.cif,W,,1,W
1012696.cif,W,,1,W
1030356.cif,W,,1,W
532795.cif,W,,1,W
532814.cif,W,,1,W
527212.cif,W,,1,W
305025.cif,W,,1,W
1500921.cif,W,,1,W
1040278.cif,W,,1,W
534316.cif,W,,1,W
456888.cif,W,,1,W
261171.cif,W,,1,W
1251933.cif,W,,1,W
1715409.cif,W,,1,W
1324327.cif,W,,1,W
1221477.cif,W,,1,W
1602684.cif,W,,1,W
1715095.cif,W,,1,W
533458.cif,V0.95Zr0.05,,2,V0.95Zr0.05
533455.cif,V0.99Zr0.01,,2,V0.99Zr0.01
1928786.cif,V0.50W0.50,,2,V0.5W0.5
457527.cif,V0.50W0.50,,2,V0.5W0.5
532794.cif,V0.50W0.50,,2,V0.5W0.5
457526.cif,V0.70W0.30,,2,V0.7W0.3
1056647.cif,V,,1,V
1956688.cif,V,,1,V
1945650.cif,V,,1,V
1945647.cif,V,,1,V
1941295.cif,V,,1,V
1823251.cif,V,,1,V
1928175.cif,V,,1,V
1927847.cif,V,,1,V
1923900.cif,V,,1,V
1923884.cif,V,,1,V
1230094.cif,V,,1,V
1921582.cif,V,,1,V
1827341.cif,V,,1,V
1611796.cif,V,,1,V
1030502.cif,V,,1,V
529789.cif,V,,1,V
260529.cif,V,,1,V
533453.cif,V,,1,V
383015.cif,V,,1,V
457165.cif,V,,1,V
454319.cif,V,,1,V
1214005.cif,V,,1,V
534814.cif,V,,1,V
531949.cif,V,,1,V
1824836.cif,V,,1,V
1725973.cif,V,,1,V
532078.cif,V,,1,V
1928778.cif,V,,1,V
1928784.cif,V,,1,V
1928783.cif,V,,1,V
1928787.cif,V,,1,V
1928726.cif,V,,1,V
1928777.cif,V,,1,V
530401.cif,V,,1,V
532142.cif,V,,1,V
250744.cif,V,,1,V
531602.cif,V,,1,V
457529.cif,V,,1,V
549918.cif,V,,1,V
250181.cif,V,,1,V
452084.cif,V,,1,V
533814.cif,V,,1,V
305096.cif,V,,1,V
261438.cif,V,,1,V
532796.cif,V,,1,V
534167.cif,V,,1,V
1501062.cif,V,,1,V
533379.cif,V,,1,V
1605138.cif,V,,1,V
534995.cif,V,,1,V
535005.cif,V,,1,V
456808.cif,V,,1,V
456857.cif,V,,1,V
535022.cif,V,,1,V
535016.cif,V,,1,V
1011120.cif,U0.30Zr0.70,ht,2,Zr0.7U0.3
535077.cif,U0.30Zr0.70,ht,2,Zr0.7U0.3
1831460.cif,U0.33Zr0.67,ht,2,Zr0.669U0.331
456670.cif,U0.50Zr0.50,ht,2,U0.5Zr0.5
1835352.cif,U0.78Zr0.22,ht,2,U0.78Zr0.22
1435161.cif,U0.85Zr0.15,ht,2,U0.85Zr0.15
1965949.cif,U0.90V0.10,ht2,2,U0.9V0.1
1602711.cif,U,ht2,1,U
252194.cif,U,ht2,1,U
458711.cif,U,ht2,1,U
1500468.cif,U,ht2,1,U
527162.cif,Tm,stab,1,Tm
1949147.cif,Tl,ht,1,Tl
1701025.cif,Tl,ht,1,Tl
1604539.cif,Ti0.50Zr0.50,ht,2,Ti0.5Zr0.5
1010368.cif,Ti0.50Zr0.50,ht,2,Ti0.5Zr0.5
456790.cif,Ti0.50Zr0.50,ht,2,Ti0.5Zr0.5
534325.cif,Ti0.50Zr0.50,ht,2,Ti0.5Zr0.5
1635714.cif,Ti0.89Zr0.11,ht,2,Ti0.89Zr0.11
460833.cif,Ti0.17W0.67Zr0.16,,3,W0.67Ti0.17Zr0.16
1709299.cif,Ti0.58W0.32Zr0.11,,3,Ti0.577W0.316Zr0.107
1607484.cif,Ti0W0.99Y0,,3,W0.994Ti0.004Y0.002
452226.cif,Ti0.50W0.50,ht,2,Ti0.5W0.5
1928682.cif,Ti0.90W0.10,ht,2,Ti0.9W0.1
1030509.cif,Ti0.91W0.09,ht,2,Ti0.91W0.09
1030515.cif,Ti0.43V0.44W0.13,,3,V0.44Ti0.43W0.13
533452.cif,Ti0.01V0.99,,2,V0.99Ti0.01
533456.cif,Ti0.05V0.95,,2,V0.95Ti0.05
1611797.cif,Ti0.10V0.90,,2,V0.9Ti0.1
1721005.cif,Ti0.20V0.80,,2,V0.8Ti0.2
1010840.cif,Ti0.20V0.80,,2,V0.8Ti0.2
1957548.cif,Ti0.25V0.75,,2,V0.75Ti0.25
1825356.cif,Ti0.35V0.65,,2,V0.65Ti0.35
1055754.cif,Ti0.50V0.50,,2,Ti0.5V0.5
1030503.cif,Ti0.50V0.50,,2,Ti0.5V0.5
534792.cif,Ti0.50V0.50,,2,Ti0.5V0.5
453060.cif,Ti0.50V0.50,,2,Ti0.5V0.5
457164.cif,Ti0.50V0.50,,2,Ti0.5V0.5
455156.cif,Ti0.50V0.50,,2,Ti0.5V0.5
535015.cif,Ti0.50V0.50,,2,Ti0.5V0.5
456856.cif,Ti0.50V0.50,,2,Ti0.5V0.5
1941182.cif,Ti0.60V0.40,,2,Ti0.6V0.4
1721004.cif,Ti0.60V0.40,,2,Ti0.6V0.4
1928727.cif,Ti0.80V0.20,,2,Ti0.8V0.2
458710.cif,Ti0.50U0.50,ht,2,Ti0.5U0.5
1831465.cif,Ti,ht,1,Ti
1830544.cif,Ti,ht,1,Ti
1030501.cif,Ti,ht,1,Ti
1622135.cif,Ti,ht,1,Ti
1010365.cif,Ti,ht,1,Ti
1925942.cif,Ti,ht,1,Ti
458712.cif,Ti,ht,1,Ti
458738.cif,Ti,ht,1,Ti
456849.cif,Ti,ht,1,Ti
534323.cif,Ti,ht,1,Ti
1625259.cif,Ti,ht,1,Ti
450377.cif,Th0.25Zr0.75,ht,2,Zr0.75Th0.25
450481.cif,Th0.30Zr0.70,ht,2,Zr0.7Th0.3
304945.cif,Th0.50Zr0.50,ht,2,Th0.5Zr0.5
534913.cif,Th0.50Zr0.50,ht,2,Th0.5Zr0.5
534906.cif,Th0.53Y0.47,ht,2,Th0.53Y0.47
534907.cif,Th,ht,1,Th
304946.cif,Th,ht,1,Th
1301595.cif,Te0.05Ti0.95,ht,2,Ti0.95Te0.05
1942851.cif,Te,hp3,1,Te
1254048.cif,Te,hp3,1,Te
456677.cif,Tc0.50W0.50,,2,Tc0.5W0.5
456241.cif,Tc0.50W0.50,,2,Tc0.5W0.5
529737.cif,Tc0.50W0.50,,2,Tc0.5W0.5
530405.cif,Tc0.30V0.70,,2,V0.7Tc0.3
527166.cif,Tb,ht,1,Tb
1253818.cif,Ta0.18Zr0.82,,2,Zr0.82Ta0.18
1928773.cif,Ta0.90Zr0.10,,2,Ta0.9Zr0.1
452027.cif,Ta0.92Zr0.08,,2,Ta0.92Zr0.08
1826699.cif,Ta0.93Zr0.08,,2,Ta0.925Zr0.075
1826700.cif,Ta0.07W0.90Zr0.04,,3,W0.895Ta0.07Zr0.035
1826697.cif,Ta0.40W0.60,ht,2,W0.6Ta0.4
1962350.cif,Ta0.50W0.50,ht,2,Ta0.5W0.5
528562.cif,Ta0.50W0.50,ht,2,Ta0.5W0.5
1928808.cif,Ta0.50W0.50,ht,2,Ta0.5W0.5
456886.cif,Ta0.50W0.50,ht,2,Ta0.5W0.5
261176.cif,Ta0.50W0.50,ht,2,Ta0.5W0.5
1239828.cif,Ta0.09V0.91,ht,2,V0.91Ta0.09
548248.cif,Ta0.33V0.67,ht,2,V0.67Ta0.33
529786.cif,Ta0.50V0.50,ht,2,Ta0.5V0.5
533378.cif,Ta0.50V0.50,ht,2,Ta0.5V0.5
1239827.cif,Ta0.53V0.47,ht,2,Ta0.53V0.47
1934341.cif,Ta0.54V0.46,ht,2,Ta0.54V0.46
1928780.cif,Ta0.60V0.40,ht,2,Ta0.6V0.4
1607779.cif,Ta0.33Ti0.33Zr0.33,,3,Ta0.334Ti0.333Zr0.333
1030507.cif,Ta0.20Ti0.80,,2,Ti0.8Ta0.2
1929367.cif,Ta0.50Ti0.50,,2,Ta0.5Ti0.5
458736.cif,Ta0.50Ti0.50,,2,Ta0.5Ti0.5
1011078.cif,Ta0.51Ti0.49,,2,Ta0.51Ti0.49
1254469.cif,Ta,,1,Ta
1270623.cif,Ta,,1,Ta
1270876.cif,Ta,,1,Ta
1822479.cif,Ta,,1,Ta
1153481.cif,Ta,,1,Ta
1612505.cif,Ta,,1,Ta
1639013.cif,Ta,,1,Ta
529788.cif,Ta,,1,Ta
453745.cif,Ta,,1,Ta
531323.cif,Ta,,1,Ta
1271673.cif,Ta,,1,Ta
531898.cif,Ta,,1,Ta
1929171.cif,Ta,,1,Ta
531981.cif,Ta,,1,Ta
457969.cif,Ta,,1,Ta
1928810.cif,Ta,,1,Ta
1928790.cif,Ta,,1,Ta
1928800.cif,Ta,,1,Ta
1928772.cif,Ta,,1,Ta
1928804.cif,Ta,,1,Ta
1928779.cif,Ta,,1,Ta
453053.cif,Ta,,1,Ta
534144.cif,Ta,,1,Ta
1826696.cif,Ta,,1,Ta
261442.cif,Ta,,1,Ta
533380.cif,Ta,,1,Ta
534924.cif,Ta,,1,Ta
527796.cif,Ta,,1,Ta
1703930.cif,Ta,,1,Ta
1703890.cif,Ta,,1,Ta
1040279.cif,Ta,,1,Ta
458737.cif,Ta,,1,Ta
534334.cif,Ta,,1,Ta
311288.cif,Ta,,1,Ta
456887.cif,Ta,,1,Ta
261169.cif,Ta,,1,Ta
1939123.cif,Ta,,1,Ta
1712533.cif,Ta,,1,Ta
1324293.cif,Ta,,1,Ta
1625258.cif,Ta,,1,Ta
1014763.cif,Sr,ht/hp1,1,Sr
455941.cif,Sr,ht/hp1,1,Sr
456000.cif,Sr,ht/hp1,1,Sr
456027.cif,Sr,ht/hp1,1,Sr
1500571.cif,Sr,ht/hp1,1,Sr
528573.cif,Sn0.11V0.89,,2,V0.89Sn0.11
531996.cif,Sn0.10Tl0.90,ht,2,Tl0.9Sn0.1
1254086.cif,Sn,hp3,1,Sn
1254037.cif,Sn,hp3,1,Sn
1254088.cif,Sn,hp3,1,Sn
302349.cif,Si0.17W0.66Zr0.17,ht,3,W0.66Si0.17Zr0.17
305097.cif,Si0.02V0.98,,2,V0.98Si0.02
1950369.cif,Si0.03V0.97,,2,V0.97Si0.03
533790.cif,Si0.03V0.97,,2,V0.97Si0.03
1823940.cif,Si0.06V0.94,,2,V0.94Si0.06
250249.cif,Si0.20Tc0.80,,2,Tc0.8Si0.2
1934340.cif,Si0.02Ta0.13V0.85,,3,V0.85Ta0.13Si0.02
1254083.cif,Se,hp5,1,Se
560297.cif,Se,hp5,1,Se
1622064.cif,Se,hp5,1,Se
1153122.cif,Sc,ht,1,Sc
1927974.cif,Sc,ht,1,Sc
1927975.cif,Sc,ht,1,Sc
1927976.cif,Sc,ht,1,Sc
1927977.cif,Sc,ht,1,Sc
1927972.cif,Sc,ht,1,Sc
1927973.cif,Sc,ht,1,Sc
1833061.cif,Sb0.04V0.96,,2,V0.962Sb0.038
1128783.cif,Sb0.40Te0.60,hp3,2,Te0.6Sb0.4
1632679.cif,Sb0.40Te0.60,hp3,2,Te0.6Sb0.4
1962997.cif,Sb0.40Se0.60,hp,2,Se0.6Sb0.4
1046591.cif,Sb0.40Se0.60,hp,2,Se0.6Sb0.4
1254035.cif,Sb,hp3,1,Sb
1955356.cif,S0.60Sb0.40,hp5,2,S0.6Sb0.4
1804278.cif,Ru0.05Zr0.95,ht,2,Zr0.95Ru0.05
452078.cif,Ru0.15W0.85,,2,W0.85Ru0.15
450610.cif,Ru0.20V0.80,,2,V0.8Ru0.2
261403.cif,Ru0.25V0.75,,2,V0.75Ru0.25
261455.cif,Ru0.20Ti0.80,ht,2,Ti0.8Ru0.2
261453.cif,Ru0.25Ta0.75,,2,Ta0.75Ru0.25
260723.cif,Rh0.08Zr0.92,ht1,2,Zr0.92Rh0.08
1623835.cif,Rh0.09Zr0.92,ht,2,Zr0.915Rh0.085
1928911.cif,Rh0.50Zr0.50,ht2,2,Rh0.5Zr0.5
450721.cif,Rh0.15V0.85,,2,V0.85Rh0.15
261574.cif,Rh0.25Ti0.75,ht,2,Ti0.75Rh0.25
455145.cif,Re0.20W0.80,,2,W0.8Re0.2
310445.cif,Re0.25W0.75,,2,W0.75Re0.25
532082.cif,Re0.29W0.71,,2,W0.71Re0.29
457185.cif,Re0.35W0.65,,2,W0.65Re0.35
1922274.cif,Re0.20V0.80,,2,V0.8Re0.2
260528.cif,Re0.20V0.80,,2,V0.8Re0.2
535205.cif,Re0.25Ta0.75,,2,Ta0.75Re0.25
453746.cif,Re0.40Ta0.60,,2,Ta0.6Re0.4
452253.cif,Re0.45Ta0.55,,2,Ta0.55Re0.45
1214134.cif,Re0.50Ta0.50,m,2,Re0.5Ta0.5
310444.cif,Re0.61Ta0.39,m,2,Re0.61Ta0.39
1301698.cif,Rb,,1,Rb
1214553.cif,Rb,,1,Rb
1603289.cif,Rb,,1,Rb
526885.cif,Rb,,1,Rb
1715170.cif,Rb,,1,Rb
1715318.cif,Ra,,1,Ra
1923696.cif,Pu0.80Zr0.20,ht,2,Pu0.8Zr0.2
1835353.cif,Pu0.16U0.61Zr0.23,,3,U0.614Zr0.226Pu0.16
1923699.cif,Pu0.90U0.10,ht,2,Pu0.903U0.097
1923697.cif,Pu0.92Sc0.08,ht,2,Pu0.92Sc0.08
1923695.cif,Pu,ht5,1,Pu
1254077.cif,Pu,ht5,1,Pu
531962.cif,Pt0.05V0.95,,2,V0.95Pt0.05
1927850.cif,Pt0.06V0.94,,2,V0.9375Pt0.0625
1012735.cif,Pr,ht,1,Pr
457087.cif,Pd0.20Zr0.80,ht,2,Zr0.8Pd0.2
250182.cif,Pd0.05W0.95,,2,W0.95Pd0.05
1963011.cif,Pd0.15Ti0.85,ht,2,Ti0.85Pd0.15
457086.cif,Pd0.20Ti0.80,ht,2,Ti0.8Pd0.2
261768.cif,Pd0.75Te0.25,ht,2,Pd0.75Te0.25
531893.cif,Pd0.12Ta0.88,,2,Ta0.88Pd0.12
451806.cif,Pb0.50Yb0.50,ht,2,Pb0.5Yb0.5
457317.cif,Pb0.50Sb0.50,hp,2,Pb0.5Sb0.5
530215.cif,Pb0.65Sb0.35,hp,2,Pb0.65Sb0.35
558877.cif,Pb,hp2,1,Pb
536639.cif,P0.10Pd0.70Zn0.20,m,3,Pd0.7Zn0.2P0.1
1926661.cif,P,hp5,1,P
1611921.cif,Os0.05Zr0.95,ht,2,Zr0.95Os0.05
250051.cif,Os0.10W0.90,,2,W0.9Os0.1
450458.cif,Os0.20V0.80,,2,V0.8Os0.2
261568.cif,Os0.20V0.80,,2,V0.8Os0.2
535206.cif,Os0.27V0.73,,2,V0.73Os0.27
454200.cif,Os0.12U0.88,ht2,2,U0.88Os0.12
250421.cif,Os0.10Ta0.90,,2,Ta0.9Os0.1
1301228.cif,NpZr0,ht2,2,Np0.999Zr0.001
250045.cif,Np0.50Pu0.50,ht,2,Np0.5Pu0.5
527233.cif,Np,ht2,1,Np
1502315.cif,Np,ht2,1,Np
1628817.cif,Ni0.03W0.97,,2,W0.968Ni0.032
1020447.cif,Ni0.08V0Zr0.92,,3,Zr0.915Ni0.084V0.001
1819573.cif,Ni0.07V0.93,,2,V0.93Ni0.07
1803005.cif,Ni0.08V0.92,,2,V0.92Ni0.08
532076.cif,Ni0.19V0.81,,2,V0.81Ni0.19
532139.cif,Ni0.47V0.53,m,2,V0.53Ni0.47
1831463.cif,Ni0.50Ti0.50W0.01,,3,Ni0.5Ti0.495W0.005
1216753.cif,Ni0.05Ti0.31V0.64,,3,V0.637Ti0.313Ni0.05
1228406.cif,Ni0.05Ti0.20V0.75,,3,V0.75Ti0.2Ni0.05
1957549.cif,Ni0.15Ti0.25V0.60,,3,V0.6Ti0.25Ni0.15
1020449.cif,Ni0.08Ti0.02V0.90,,3,V0.9Ni0.08Ti0.02
1413585.cif,Ni0.10Ti0.91,ht,2,Ti0.905Ni0.095
1928677.cif,Ni0.11Ti0.89,ht,2,Ti0.891Ni0.109
1831462.cif,Ni0.51Ti0.49,ht,2,Ni0.51Ti0.49
1945456.cif,Ni0.03Ta0.77Ti0.20,,3,Ta0.77Ti0.2Ni0.03
1605345.cif,Ni0.07Os0.22Ti0.71,,3,Ti0.71Os0.22Ni0.07
1603284.cif,Ni,m,1,Ni
1831464.cif,Nd,ht,1,Nd
1012736.cif,Nd,ht,1,Nd
1011121.cif,Nb0.23Zr0.77,ht,2,Zr0.77Nb0.23
1301190.cif,Nb0.31Zr0.69,ht,2,Zr0.686Nb0.314
1010367.cif,Nb0.45Zr0.55,ht,2,Zr0.55Nb0.45
1929363.cif,Nb0.50Zr0.50,ht,2,Nb0.5Zr0.5
456792.cif,Nb0.50Zr0.50,ht,2,Nb0.5Zr0.5
532110.cif,Nb0.50Zr0.50,ht,2,Nb0.5Zr0.5
535084.cif,Nb0.50Zr0.50,ht,2,Nb0.5Zr0.5
1730756.cif,Nb0.70Zr0.30,ht,2,Nb0.7Zr0.3
1011081.cif,Nb0.80Zr0.20,ht,2,Nb0.8Zr0.2
1300641.cif,NbY0,,2,Nb0.999Y0.001
1928798.cif,Nb0.50W0.50,,2,Nb0.5W0.5
250695.cif,Nb0.50W0.50,,2,Nb0.5W0.5
250714.cif,Nb0.50W0.50,,2,Nb0.5W0.5
533315.cif,Nb0.50W0.50,,2,Nb0.5W0.5
261174.cif,Nb0.50W0.50,,2,Nb0.5W0.5
1927849.cif,Nb0.06V0.94,,2,V0.9375Nb0.0625
529787.cif,Nb0.50V0.50,,2,Nb0.5V0.5
1922275.cif,Nb0.50V0.50,,2,Nb0.5V0.5
1928775.cif,Nb0.50V0.50,,2,Nb0.5V0.5
456799.cif,Nb0.50V0.50,,2,Nb0.5V0.5
1831461.cif,Nb0.05U0.43Zr0.52,,3,Zr0.521U0.434Nb0.045
1011122.cif,Nb0.10U0.10Zr0.80,,3,Zr0.8Nb0.1U0.1
1825388.cif,Nb0.12U0.06Zr0.82,,3,Zr0.825Nb0.12U0.055
1435158.cif,Nb0.05U0.95,,2,U0.95Nb0.05
532111.cif,Nb0.50U0.50,,2,Nb0.5U0.5
252196.cif,Nb0.50U0.50,,2,Nb0.5U0.5
1822522.cif,Nb0.04Ti0.48Zr0.48,,3,Ti0.48Zr0.48Nb0.04
1961181.cif,Nb0.14Ti0.68Zr0.18,,3,Ti0.68Zr0.18Nb0.14
1963191.cif,Nb0.17Ti0.53Zr0.30,,3,Ti0.53Zr0.3Nb0.17
1823340.cif,Nb0.25Ti0.71Zr0.04,,3,Ti0.71Nb0.25Zr0.04
1010370.cif,Nb0.20Ti0.30Zr0.50,,3,Zr0.5Ti0.3Nb0.2
1058424.cif,Nb0.33Ti0.34Zr0.33,,3,Ti0.34Nb0.33Zr0.33
1965280.cif,Nb0.34Ti0.33Zr0.33,,3,Nb0.34Ti0.33Zr0.33
1965602.cif,Nb0.25Ti0.05Zr0.70,,3,Zr0.7Nb0.25Ti0.05
1730758.cif,Nb0.70Ti0.12Zr0.18,,3,Nb0.7Zr0.18Ti0.12
1249730.cif,Nb0.20Ti0.40V0.20Zr0.20,,4,Ti0.4Nb0.2V0.2Zr0.2
1055681.cif,Nb0.25Ti0.25V0.25Zr0.25,,4,Nb0.25Ti0.25V0.25Zr0.25
1055772.cif,Nb0.25Ti0.25V0.25Zr0.25,,4,Nb0.25Ti0.25V0.25Zr0.25
1965273.cif,Nb0.25Ti0.25V0.25Zr0.25,,4,Nb0.25Ti0.25V0.25Zr0.25
1964285.cif,Nb0.25Ti0.25V0.25Zr0.25,,4,Nb0.25Ti0.25V0.25Zr0.25
1055771.cif,Nb0.33Ti0.33V0.34,,3,V0.34Nb0.33Ti0.33
1965278.cif,Nb0.34Ti0.33V0.33,,3,Nb0.34Ti0.33V0.33
1260557.cif,Nb0.33Ti0.33V0.33,,3,Nb0.334Ti0.333V0.333
1928753.cif,Nb0.20Ti0.80,ht,2,Ti0.8Nb0.2
1823339.cif,Nb0.25Ti0.75,ht,2,Ti0.75Nb0.25
1727284.cif,Nb0.30Ti0.70,ht,2,Ti0.7Nb0.3
1942793.cif,Nb0.33Ti0.67,ht,2,Ti0.67Nb0.33
1030506.cif,Nb0.34Ti0.66,ht,2,Ti0.66Nb0.34
1834978.cif,Nb0.34Ti0.66,ht,2,Ti0.66Nb0.34
1058417.cif,Nb0.50Ti0.50,ht,2,Nb0.5Ti0.5
1054693.cif,Nb0.50Ti0.50,ht,2,Nb0.5Ti0.5
261850.cif,Nb0.50Ti0.50,ht,2,Nb0.5Ti0.5
1010369.cif,Nb0.50Ti0.50,ht,2,Nb0.5Ti0.5
456791.cif,Nb0.50Ti0.50,ht,2,Nb0.5Ti0.5
456871.cif,Nb0.50Ti0.50,ht,2,Nb0.5Ti0.5
1730755.cif,Nb0.70Ti0.30,ht,2,Nb0.7Ti0.3
377393.cif,Nb0.95Ti0.05,ht,2,Nb0.954Ti0.046
455435.cif,Nb0.50Tc0.50,,2,Nb0.5Tc0.5
251219.cif,Nb0.69Tc0.31,,2,Nb0.69Tc0.31
